,NEW,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,TTC,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,cu_exec_start_stop,experiment,ncore,ncore_active,nhost,npilot,npilot_active,nunit,nunit_done,nunit_failed,sid,util_p_boot,util_p_term,util_p_total,util_p_uexec,util_u_eprep,util_u_equeue,util_u_exec_cu,util_u_exec_rp,util_u_pre_exec,util_u_total
rp.session.login1.mturilli1.018107.0010,6.098620176315308,1452.8063189983368,998.8974590301514,13.145587921142578,0.002841949462890625,0.12214994430541992,1564514919.1725554,988.0145468711853,0.15653300285339355,117.24558997154236,2.75813102722168,0.35465097427368164,5.130836009979248,987.792398929596,exp2,4200,4200,1,1,1,1024,770,254,rp.session.login1.mturilli1.018107.0010,14.940600156784058,9.305065870285032,1032.2792000770567,1000.7003710269928,110.39829397201538,117.24910092353821,4.991948366165161,12.056956768035887,0,988.018408060074
rp.session.login1.mturilli1.018107.0012,5.120635986328125,110.00849890708923,1002.602509021759,8.172822952270508,0.000988006591796875,0.11445903778076172,1564519290.0799208,989.32701086998,0.3922970294952393,229.55513501167297,92.18851804733276,0.4938228130340576,9.1007080078125,989.1572470664978,exp2,8232,8232,1,1,1,2048,746,1302,rp.session.login1.mturilli1.018107.0012,13.128499984741213,10.058976888656618,1029.8393998146055,1003.9955389499664,221.7410717010498,229.55992197990417,7.245897054672241,16.444940328598022,0,989.3326468467712
rp.session.login1.mturilli1.018108.0001,5.42549204826355,62.824512004852295,909.9818620681764,9.219472885131836,0.0009241104125976562,0.12717199325561526,1564554882.4208615,901.9667370319366,0.003196954727172852,1.723613977432251,0.03398609161376953,0.00307917594909668,0.18556690216064453,901.8022811412812,exp2,168,168,1,1,1,16,16,0,rp.session.login1.mturilli1.018108.0001,12.61459994316101,9.502413034439089,936.3768999576567,911.7069759368896,1.7068123817443848,1.7263638973236084,0.09780049324035643,0.2367603778839112,0,901.9692738056184
rp.session.login1.mturilli1.018108.0000,5.3386619091033936,37.47644400596619,911.6006808280944,8.400544166564941,0.01114797592163086,0.1245269775390625,1564552789.1294696,903.8504190444946,0.006059885025024414,3.5632448196411133,0.06734013557434082,0.005610942840576172,0.3432121276855469,903.6461460590364,exp2,168,168,1,1,1,32,32,0,rp.session.login1.mturilli1.018108.0000,12.068999767303467,7.137996196746826,938.7249999046326,912.606547832489,3.449164628982544,3.5658669471740723,0.2731659412384033,0.6213681697845459,0,903.8531000614166
rp.session.login1.mturilli1.018108.0002,4.940326929092407,55.665892124176025,909.4270808696747,7.9133780002593985,0.00259089469909668,0.11935305595397948,1564560127.2384439,901.061625957489,0.00350189208984375,0.7650618553161621,0.0179901123046875,0.003433942794799805,0.2031769752502441,900.8479590415956,exp2,168,168,1,1,1,8,8,0,rp.session.login1.mturilli1.018108.0002,12.34280014038086,7.8296260833740225,941.4467000961304,910.6891767978668,0.8270323276519775,0.7682199478149414,0.046417236328125,0.1101064682006836,0,901.064299106598
rp.session.login1.mturilli1.018108.0005,7.864406108856201,32.47154188156128,906.71023106575,9.03922700881958,0.001062154769897461,0.1199498176574707,1564576597.2305648,900.2726259231567,0.0009000301361083984,0.0007481575012207031,0.0019919872283935547,0.001155853271484375,0.1177082061767578,900.0875899791718,exp2,168,168,1,1,1,1,1,0,rp.session.login1.mturilli1.018108.0005,9.783600091934202,6.0877180099487305,926.936399936676,908.2297599315643,0.10938596725463867,0.002261161804199219,0.005701065063476562,0.013846874237060549,0,900.2993950843811
rp.session.login1.mturilli1.018108.0004,6.5965538024902335,34.35975813865661,905.7407948970796,8.235810995101929,0.0009238719940185547,0.11733317375183105,1564571085.7794087,900.3655090332031,0.0009579658508300779,0.10709595680236816,0.004164934158325195,0.001483917236328125,0.12061595916748047,900.1878659725189,exp2,168,168,1,1,1,2,2,0,rp.session.login1.mturilli1.018108.0004,9.896700143814089,7.504007816314697,926.9488999843596,907.5715210437776,0.20348501205444336,0.1098639965057373,0.011073112487792969,0.0274810791015625,0,900.3680419921875
rp.session.login1.mturilli1.018108.0003,4.9860169887542725,32.27418613433838,906.2945399284364,8.227416038513184,0.0009508132934570312,0.12006306648254395,1564570083.6555722,900.5477149486542,0.0014350414276123047,0.3270761966705322,0.009505033493041992,0.0031740665435791016,0.12707209587097168,900.4081308841705,exp2,168,168,1,1,1,4,4,0,rp.session.login1.mturilli1.018108.0003,10.35349988937378,6.8728721141815186,927.4556000232697,906.9969668388368,0.4148762226104736,0.3300340175628662,0.0233461856842041,0.055078744888305664,0,900.5505321025847
rp.session.login1.mturilli1.018108.0013,5.5255420207977295,36.153849124908454,937.9370567798616,8.938872098922731,0.0009100437164306641,0.11981201171875,1564616763.6561859,929.1399970054626,0.041239023208618164,28.92726492881775,0.5788040161132812,0.058489084243774414,1.3716349601745603,928.9992880821228,exp2,1176,1176,1,1,1,256,256,0,rp.session.login1.mturilli1.018108.0013,10.995199918746948,7.31758713722229,961.1710000038147,939.5888140201567,27.51614570617676,28.930238008499146,1.4675981998443604,3.6614971160888654,0,929.1429390907288
rp.session.login1.mturilli1.018108.0010,5.165472984313965,64.5720567703247,915.5262632369996,8.739622116088867,0.0009520053863525393,0.11556792259216307,1564591873.389901,907.3700480461121,0.011666059494018556,7.087731122970581,0.13277292251586914,0.013960123062133787,0.5429749488830566,907.1658658981323,exp2,336,336,1,1,1,64,64,0,rp.session.login1.mturilli1.018108.0010,10.713799953460693,6.596052885055543,936.9001998901367,916.3224761486052,6.813441038131714,7.090774059295652,0.3786451816558838,0.9310624599456788,0,907.3726859092712
rp.session.login1.mturilli1.018108.0011,5.639823913574219,162.7723729610443,922.8244161605836,10.356525897979736,0.0010089874267578123,0.1228940486907959,1564593177.678183,914.6105501651764,0.02242588996887207,14.332067966461182,0.2692899703979492,0.018121004104614258,0.8455529212951659,914.4211070537567,exp2,672,672,1,1,1,128,128,0,rp.session.login1.mturilli1.018108.0011,10.41540002822876,8.65926194190979,945.9042999744416,924.1651949882507,13.69218397140503,14.335000038146973,0.9433143138885498,2.1586034297943115,0,914.6133279800416
rp.session.login1.mturilli1.018109.0000,4.5109078884124765,36.556829929351814,967.3601150512696,8.355914115905763,0.0008959770202636719,0.11789298057556152,1564637726.7253208,957.826488018036,0.07954812049865723,57.55955505371094,1.2371599674224854,0.06397604942321777,2.0289459228515625,957.641961812973,exp2,2184,2184,1,1,1,512,512,0,rp.session.login1.mturilli1.018109.0000,10.545799970626833,8.55971097946167,993.6480000019072,968.8466689586639,54.579352855682366,57.562682151794434,2.8902084827423096,7.329100131988525,0,957.829663991928
rp.session.login1.mturilli1.018109.0004,5.564773797988892,30.715338945388797,996.5787789821624,8.776271104812622,0.000946044921875,0.11754202842712402,1564641644.080821,986.7348802089692,0.15722084045410156,113.94887280464172,2.6954381465911865,0.26452016830444336,4.557417869567871,986.5600051879884,exp2,4200,4200,1,1,1,1024,770,254,rp.session.login1.mturilli1.018109.0004,9.606500148773193,7.341362953186035,1016.752799987793,997.9093859195708,108.86410880088806,113.9526219367981,4.458170652389526,11.06495761871338,0,986.7388689517976
rp.session.login1.mturilli1.018109.0005,4.987348794937134,5318.4943108558655,998.1226899623871,9.475117206573486,0.0008018016815185547,0.11605119705200195,1564652848.0336514,985.7702100276947,0.32052087783813477,222.10157990455627,89.83102798461914,0.6403470039367676,7.619906902313232,985.5571000576019,exp2,8232,8232,1,1,1,2048,765,1283,rp.session.login1.mturilli1.018109.0005,10.238499879837036,8.61769723892212,1020.4175999164581,999.4755239486694,215.02817249298096,222.10645294189453,4.68315863609314,12.094091415405273,0,985.7753460407257
