,NEW,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,TTC,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,cu_exec_start_stop,experiment,ncore,ncore_active,nhost,npilot,npilot_active,nunit,nunit_done,nunit_failed,sid,util_p_boot,util_p_term,util_p_total,util_p_uexec,util_u_eprep,util_u_equeue,util_u_exec_cu,util_u_exec_rp,util_u_pre_exec,util_u_total
rp.session.login1.mturilli1.018088.0003,4.365793943405151,32.93410015106201,906.3973848819733,5.894035816192628,0.0011241436004638672,0.1178879737854004,1562856285.16957,900.4452431201935,0.000782012939453125,0.0007867813110351562,0.002982139587402344,0.0010209083557128906,0.11730504035949707,900.3421940803528,exp1,84,84,1,1,1,1,1,0,rp.session.login1.mturilli1.018088.0003,10.925999879837036,9.271772146224977,929.3148000240326,907.3782558441162,0.0018451213836669922,0.0018229484558105469,0.005216836929321289,0.01331806182861328,0,900.4479601383209
rp.session.login1.mturilli1.018088.0002,4.9885828495025635,108.28720307350159,909.9142498970032,5.9556429386138925,0.0007851123809814452,0.11789298057556152,1562847961.0193262,900.6205520629883,0.0007159709930419923,0.0007569789886474607,0.004126071929931641,0.0008878707885742188,0.11811709403991699,900.5918889045715,exp1,84,84,1,1,1,1,1,0,rp.session.login1.mturilli1.018088.0002,81.28299999237059,6.73108696937561,1001.5246000289917,911.6909320354463,0.0018880367279052734,0.0018100738525390625,0.006014108657836914,0.014505863189697266,0,900.6229779720306
rp.session.login1.mturilli1.018092.0003,5.74904203414917,30.42925500869751,909.3843457698822,6.138473033905027,0.0007951259613037107,0.11617088317871095,1563195032.283505,900.4920718669891,0.0013720989227294922,0.02420520782470703,0.007089853286743164,0.0012760162353515625,0.12897896766662598,900.3893477916718,exp1,84,84,1,1,1,4,4,0,rp.session.login1.mturilli1.018092.0003,9.739399909973145,8.12925124168396,930.4897999763488,911.0861179828644,0.008557796478271484,0.02647089958190918,0.023744821548461914,0.04069089889526367,0,900.4973168373108
rp.session.login1.mturilli1.018092.0006,4.799443960189818,37.923348903656006,909.7308151721954,7.145477056503296,0.0010218620300292967,0.11691522598266604,1563198845.19025,901.8272728919984,0.005584001541137695,0.4589312076568604,0.05242586135864258,0.006123065948486328,0.3314809799194336,901.7633190155028,exp1,84,84,1,1,1,32,32,0,rp.session.login1.mturilli1.018092.0006,8.290899991989138,6.161573886871338,934.5550999641417,910.7080690860747,0.21304726600646973,0.4608230590820313,0.34024620056152344,0.4714450836181641,0,901.8294789791107
rp.session.login1.mturilli1.018088.0004,4.4845359325408936,37.155709981918335,907.637857913971,6.455394983291626,0.0010981559753417967,0.11782598495483396,1562857336.6345208,900.7655789852142,0.0008668899536132812,0.0008311271667480469,0.0037119388580322266,0.0010440349578857422,0.11789512634277345,900.7073121070862,exp1,84,84,1,1,1,1,1,0,rp.session.login1.mturilli1.018088.0004,10.504600048065186,7.58324408531189,936.8901000022888,909.3439118862152,0.0019159317016601558,0.0019059181213378906,0.005849838256835938,0.014531135559082031,0,900.7679648399353
rp.session.login1.mturilli1.018092.0004,4.319108009338379,47.21197700500488,907.3425621986388,5.5910589694976816,0.0007758140563964844,0.11511707305908205,1563196059.247755,900.4662442207336,0.0029141902923583984,0.06223487854003906,0.014081954956054688,0.0019731521606445312,0.1377878189086914,900.4332740306854,exp1,84,84,1,1,1,8,8,0,rp.session.login1.mturilli1.018092.0004,21.697799921035767,7.274436950683594,941.81569981575,909.1198811531067,0.017274141311645508,0.06418180465698242,0.06730270385742188,0.08228087425231934,0,900.4683618545532
rp.session.login1.mturilli1.018092.0005,4.379245996475221,33.391948223114014,908.3493008613586,5.515592813491821,0.0009481906890869141,0.11520791053771973,1563197349.736893,900.717472076416,0.004387140274047852,0.19416022300720207,0.026916980743408203,0.002903938293457031,0.1620640754699707,900.6267991065979,exp1,84,84,1,1,1,16,16,0,rp.session.login1.mturilli1.018092.0005,10.64709997177124,8.545742988586426,930.7386000156404,909.2718069553376,0.09115815162658693,0.1961321830749512,0.14519977569580078,0.21983885765075686,0,900.7195870876312
rp.session.login1.mturilli1.018092.0007,4.771243095397949,28.69149708747864,907.7112519741057,5.8894309997558585,0.0008819103240966797,0.1163630485534668,1563211277.848923,900.441554069519,0.0008790493011474607,0.0075190067291259766,0.003288984298706055,0.0013210773468017578,0.11930704116821288,900.327455997467,exp1,84,84,1,1,1,2,2,0,rp.session.login1.mturilli1.018092.0007,10.955900192260742,9.101699829101562,931.0927000045776,908.6784069538116,0.0038590431213378906,0.009567975997924805,0.0120849609375,0.021739959716796875,0,900.4439070224762
rp.session.login1.mturilli1.018095.0000,5.8966920375823975,31.564032077789307,911.2183799743652,6.344624996185303,0.000843048095703125,0.11680889129638672,1563480312.253097,901.3288049697876,0.01165914535522461,0.9865422248840332,0.10459589958190918,0.011530876159667969,0.5220069885253906,901.2711989879608,exp1,336,336,1,1,1,64,64,0,rp.session.login1.mturilli1.018095.0000,11.073400020599363,9.096000909805296,934.1791000366212,912.3907949924468,0.4432821273803711,0.9885051250457764,0.6762609481811523,1.012221097946167,0,901.3316650390624
rp.session.login1.mturilli1.018102.0000,5.0409419536590585,8407.614672899246,947.9767379760742,6.288222074508668,0.0008220672607421875,0.11677789688110353,1564048922.647687,938.0274498462677,0.30989599227905273,22.92198801040649,17.960864067077637,0.5589480400085449,6.759000062942505,937.9654657840728,exp1,8232,8232,1,1,1,2048,968,1080,rp.session.login1.mturilli1.018102.0000,11.891300201416016,7.731094837188723,971.1621000766754,949.1644549369812,10.386404275894163,22.92581987380981,14.375690937042235,32.45728826522827,0,938.0340309143066
