,CANCELED,DONE,FAILED,NEW,PMGR_ACTIVE,PMGR_ACTIVE_PENDING,PMGR_LAUNCHING,PMGR_LAUNCHING_PENDING,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,ncore,nunit,pid,sid,util_p_boot,util_p_term,util_p_total,util_p_uexec
0,,,1119.8196289539337,4.6039698123931885,71.28709697723389,10.594151020050049,4.719584941864014,4.718815803527832,60.69294595718384,1048.5325319766998,5.874566078186035,0.0007691383361816406,0.11484599113464355,exp4,summit.olcf.ornl.gov,4368,1024,pilot.0000,rp.session.login4.mturilli1.018119.0001,9.942300081253052,9.30256700515747,1101.184900045395,1050.3103818893433
0,,,6026.744050979614,5.395353078842163,2856.0287189483643,14.86027193069458,5.516341924667358,5.51543402671814,2841.1684470176697,3170.71533203125,9.343930006027222,0.00090789794921875,0.12008094787597656,exp4,summit.olcf.ornl.gov,67200,16384,pilot.0000,rp.session.login4.mturilli1.018122.0004,12.91890001296997,9.04238510131836,3229.1344001293182,3174.6106400489807
0,,,2137.7392721176147,8.44192123413086,93.30282711982727,16.86817216873169,8.558754205703735,8.557807207107544,76.43465495109558,2044.4364449977875,8.309417963027954,0.0009469985961914062,0.11588597297668457,exp4,summit.olcf.ornl.gov,33936,8192,pilot.0000,rp.session.login4.mturilli1.018122.0002,11.958699941635132,8.343206882476807,2098.2128999233246,2046.0965600013733
0,,,4126.851692914963,5.766840934753418,2087.5323507785797,16.380329847335815,5.882951974868774,5.882024765014648,2071.152020931244,2039.319342136383,10.497377872467041,0.0009272098541259766,0.11518383026123047,exp4,summit.olcf.ornl.gov,33936,8192,pilot.0000,rp.session.login4.mturilli1.018122.0003,11.130100011825562,8.397848844528198,2093.8629999160767,2042.3518650531769
0,,,5209.482964992523,5.127570867538452,4000.810616016388,12.548585891723633,5.244738817214966,5.243957996368408,3988.2620301246643,1208.6723489761353,7.303847074508667,0.0007808208465576172,0.11638712882995605,exp4,summit.olcf.ornl.gov,8568,2048,pilot.0000,rp.session.login4.mturilli1.018127.0001,15.34310007095337,11.247425079345703,1272.1054000854492,1213.8603718280792
0,,,2503.361160993576,5.500194072723389,1300.0207080841064,14.0279541015625,5.619110107421875,5.618277072906494,1285.992753982544,1203.3404529094696,8.408843994140625,0.0008330345153808594,0.11808300018310547,exp4,summit.olcf.ornl.gov,8568,2048,pilot.0000,rp.session.login4.mturilli1.018123.0002,16.950999975204468,14.151663064956665,1267.3436000347137,1204.4581279754639
0,,,1446.8165929317474,6.1449079513549805,76.86816906929016,13.28444504737854,6.264194011688232,6.26336407661438,63.58372402191162,1369.9484238624573,7.020251035690308,0.0008299350738525391,0.11845612525939941,exp4,summit.olcf.ornl.gov,4368,1024,pilot.0000,rp.session.login4.mturilli1.018123.0001,11.736199855804443,7.834868907928467,1424.3632998466492,1373.2087650299072
0,,,3330.0370330810547,5.020910978317261,166.21215510368347,12.606657028198242,5.140328884124756,5.139556884765625,153.60549807548523,3163.824877977371,7.466328144073486,0.0007719993591308594,0.11864590644836426,exp4,summit.olcf.ornl.gov,67200,16384,pilot.0000,rp.session.login4.mturilli1.018123.0000,14.484100103378296,7.531360864639282,3220.306699991226,3165.3774819374084
0,,,5906.772104978561,7.585383176803589,4705.418582201004,14.599935054779053,7.701925992965698,7.70100212097168,4690.818647146225,1201.3535227775574,6.8980090618133545,0.0009238719940185547,0.11561894416809082,exp4,summit.olcf.ornl.gov,8568,2048,pilot.0000,rp.session.login4.mturilli1.018127.0002,87.13159990310669,9.221009016036987,1331.680999994278,1203.4763629436493
0,,,2869.7334921360016,4.7135090827941895,1393.7974989414215,11.024126052856445,4.834568023681641,4.833653926849365,1382.773372888565,1475.93599319458,6.189558029174805,0.0009140968322753906,0.12014484405517578,exp4,summit.olcf.ornl.gov,16968,4096,pilot.0000,rp.session.login4.mturilli1.018128.0000,10.08430004119873,8.260187864303589,1531.2427999973297,1481.2570672035217
