uid,p2overhead
unit.004308,0.016667
unit.004309,0.016339
unit.004310,0.015705
unit.004311,0.016657
unit.004312,0.015722
unit.004313,0.015878
unit.004314,0.015869
unit.004315,0.015897
unit.004316,0.015918
unit.004317,0.015775
unit.004318,0.092006
unit.004319,0.019902
unit.004320,0.016951
unit.004321,0.017209
unit.004322,0.016021
unit.004323,0.016438
unit.004324,0.016374
unit.004325,0.016536
unit.004326,0.01676
unit.004327,0.018567
unit.004328,0.020036
unit.004329,0.020611
unit.004330,0.020409
unit.004331,0.020496
unit.004332,0.020483
unit.004333,0.019637
unit.004334,0.019984
unit.004335,0.020561
unit.004336,0.020718
unit.004337,0.02301
unit.004338,0.021175
unit.004339,0.12719
unit.004340,0.022908
unit.004341,0.019943
unit.004342,0.019984
unit.004343,0.019943
unit.004344,0.020016
unit.004345,0.019944
unit.004346,0.020288
unit.004347,0.102348
unit.004348,0.015673
unit.004349,0.016946
unit.004350,0.015748
unit.004351,0.015782
unit.004352,0.018324
unit.004353,0.01503
unit.004354,0.015697
unit.004355,0.015475
unit.004356,0.01524
unit.004357,0.015465
unit.004358,0.014711
unit.004359,0.073447
unit.004360,0.017423
unit.004361,0.016689
unit.004362,0.01668
unit.004363,0.016418
unit.004364,0.016804
unit.004365,0.01604
unit.004366,0.016143
unit.004367,0.016347
unit.004368,0.019937
unit.004369,0.0203
unit.004370,0.020749
unit.004371,0.020519
unit.004372,0.020352
unit.004373,0.020316
unit.004374,0.020632
unit.004375,0.019814
unit.004376,0.022094
unit.004377,0.022154
unit.004378,0.021691
unit.004379,0.02093
unit.004380,0.113661
unit.004381,0.020625
unit.004382,0.020848
unit.004383,0.021146
unit.004384,0.021374
unit.004385,0.020821
unit.004386,0.020095
unit.004387,0.02025
unit.004388,0.085603
unit.004389,0.015924
unit.004390,0.015659
unit.004391,0.01597
unit.004392,0.016658
unit.004393,0.015566
unit.004394,0.015607
unit.004395,0.015468
unit.004396,0.015897
unit.004397,0.014831
unit.004398,0.015474
unit.004399,0.016749
unit.004400,0.081902
unit.004401,0.019151
unit.004402,0.017453
unit.004403,0.016783
unit.004404,0.016392
unit.004405,0.016413
unit.004406,0.016551
unit.004407,0.017019
unit.004408,0.016391
unit.004409,0.018859
unit.004410,0.020587
unit.004411,0.020854
unit.004412,0.020323
unit.004413,0.020372
unit.004414,0.020729
unit.004415,0.019935
unit.004416,0.020254
unit.004417,0.020379
unit.004418,0.027247
unit.004419,0.022071
unit.004420,0.02073
unit.004421,0.110856
unit.004422,0.021266
unit.004423,0.022061
unit.004424,0.021995
unit.004425,0.021745
unit.004426,0.021424
unit.004427,0.024205
unit.004428,0.021085
unit.004429,0.090562
unit.004430,0.016589
unit.004431,0.017378
unit.004432,0.017522
unit.004433,0.016166
unit.004434,0.016647
unit.004435,0.016066
unit.004436,0.016415
unit.004437,0.01676
unit.004438,0.015867
unit.004439,0.016858
unit.004440,0.017434
unit.004441,0.068677
unit.004442,0.017185
unit.004443,0.017059
unit.004444,0.01715
unit.004445,0.017658
unit.004446,0.016998
unit.004447,0.017287
unit.004448,0.017565
unit.004449,0.017762
unit.004450,0.020525
unit.004451,0.022354
unit.004452,0.021544
unit.004453,0.022182
unit.004454,0.022501
unit.004455,0.021308
unit.004456,0.021862
unit.004457,0.021798
unit.004458,0.021299
unit.004459,0.021197
unit.004460,0.021063
unit.004461,0.021563
unit.004462,0.105282
unit.004463,0.021164
unit.004464,0.020802
unit.004465,0.022056
unit.004466,0.021125
unit.004467,0.021447
unit.004468,0.022313
unit.004469,0.021582
unit.004470,0.08798
unit.004471,0.01704
unit.004472,0.017182
unit.004473,0.017431
unit.004474,0.016579
unit.004475,0.016283
unit.004476,0.017289
unit.004477,0.01683
unit.004478,0.01693
unit.004479,0.017823
unit.004480,0.017116
unit.004481,0.01607
unit.004482,0.072818
unit.004483,0.017037
unit.004484,0.016952
unit.004485,0.017041
unit.004486,0.017513
unit.004487,0.017051
unit.004488,0.016701
unit.004489,0.016966
unit.004490,0.016558
unit.004491,0.01955
unit.004492,0.021171
unit.004493,0.021638
unit.004494,0.02124
unit.004495,0.020525
unit.004496,0.020893
unit.004497,0.020723
unit.004498,0.020597
unit.004499,0.020444
unit.004500,0.020659
unit.004501,0.020376
unit.004502,0.020565
unit.004503,0.09343
unit.004504,0.020649
unit.004505,0.02059
unit.004506,0.020445
unit.004507,0.020835
unit.004508,0.020965
unit.004509,0.020551
unit.004510,0.020833
unit.004511,0.125117
unit.004512,0.021332
unit.004513,0.020021
unit.004514,0.019788
unit.004515,0.02021
unit.004516,0.020552
unit.004517,0.019565
unit.004518,0.019808
unit.004519,0.019856
unit.004520,0.020083
unit.004521,0.01977
unit.004522,0.020181
unit.004523,0.079034
unit.004524,0.020582
unit.004525,0.020266
unit.004526,0.020283
unit.004527,0.020486
unit.004528,0.019813
unit.004529,0.020904
unit.004530,0.021317
unit.004531,0.020505
unit.004532,0.018795
unit.004533,0.020682
unit.004534,0.018269
unit.004535,0.01751
unit.004536,0.015735
unit.004537,0.016053
unit.004538,0.016431
unit.004539,0.016271
unit.004540,0.016425
unit.004541,0.015988
unit.004542,0.017464
unit.004543,0.017449
unit.004544,0.073415
unit.004545,0.017124
unit.004546,0.0185
unit.004547,0.017377
unit.004548,0.01716
unit.004549,0.017225
unit.004550,0.016393
unit.004551,0.0174
unit.004552,0.092558
unit.004553,0.015977
unit.004554,0.01655
unit.004555,0.015724
unit.004556,0.017215
unit.004557,0.017173
unit.004558,0.017456
unit.004559,0.016014
unit.004560,0.016302
unit.004561,0.016555
unit.004562,0.015961
unit.004563,0.015822
unit.004564,0.087122
unit.004565,0.016651
unit.004566,0.016868
unit.004567,0.01835
unit.004568,0.017262
unit.004569,0.018186
unit.004570,0.017161
unit.004571,0.017519
unit.004572,0.017353
unit.004573,0.019614
unit.004574,0.021493
unit.004575,0.020906
unit.004576,0.020951
unit.004577,0.020694
unit.004578,0.020823
unit.004579,0.020315
unit.004580,0.020773
unit.004581,0.020808
unit.004582,0.021644
unit.004583,0.021427
unit.004584,0.021439
unit.004585,0.116344
unit.004586,0.020967
unit.004587,0.019913
unit.004588,0.021051
unit.004589,0.020809
unit.004590,0.021163
unit.004591,0.021697
unit.004592,0.020034
unit.004593,0.086764
unit.004594,0.017095
unit.004595,0.01694
unit.004596,0.016518
unit.004597,0.018009
unit.004598,0.016433
unit.004599,0.017767
unit.004600,0.0166
unit.004601,0.017047
unit.004602,0.016831
unit.004603,0.01615
unit.004604,0.016412
unit.004605,0.067626
unit.004606,0.01857
unit.004607,0.017485
unit.004608,0.017789
unit.004609,0.017568
unit.004610,0.017613
unit.004611,0.017785
unit.004612,0.017979
unit.004613,0.017858
unit.004614,0.019934
unit.004615,0.02226
unit.004616,0.022067
unit.004617,0.022076
unit.004618,0.021779
unit.004619,0.021779
unit.004620,0.022039
unit.004621,0.024664
unit.004622,0.022728
unit.004623,0.022832
unit.004624,0.022718
unit.004625,0.023525
unit.004626,0.115169
unit.004627,0.023061
unit.004628,0.022964
unit.004629,0.022703
unit.004630,0.021551
unit.004631,0.021837
unit.004632,0.021477
unit.004633,0.0224
unit.004634,0.091032
unit.004635,0.016478
unit.004636,0.020177
unit.004637,0.017546
unit.004638,0.019468
unit.004639,0.017224
unit.004640,0.017062
unit.004641,0.017182
unit.004642,0.016698
unit.004643,0.017423
unit.004644,0.016591
unit.004645,0.016525
unit.004646,0.095147
unit.004647,0.017189
unit.004648,0.018115
unit.004649,0.017521
unit.004650,0.017872
unit.004651,0.018416
unit.004652,0.017755
unit.004653,0.017894
unit.004654,0.017428
unit.004655,0.019823
unit.004656,0.022238
unit.004657,0.02197
unit.004658,0.020931
unit.004659,0.020354
unit.004660,0.021292
unit.004661,0.022037
unit.004662,0.022383
unit.004663,0.023565
unit.004664,0.022451
unit.004665,0.022285
unit.004666,0.02199
unit.004667,0.097619
unit.004668,0.021963
unit.004669,0.021726
unit.004670,0.021546
unit.004671,0.022135
unit.004672,0.020949
unit.004673,0.021235
unit.004674,0.021553
unit.004675,0.100306
unit.004676,0.015574
unit.004677,0.017631
unit.004678,0.016622
unit.004679,0.015937
unit.004680,0.023294
unit.004681,0.016364
unit.004682,0.017459
unit.004683,0.016566
unit.004684,0.016456
unit.004685,0.01749
unit.004686,0.016185
unit.004687,0.080974
unit.004688,0.016928
unit.004689,0.017351
unit.004690,0.017271
unit.004691,0.030464
unit.004692,0.017818
unit.004693,0.01832
unit.004694,0.019034
unit.004695,0.018393
unit.004696,0.021076
unit.004697,0.023173
unit.004698,0.023016
unit.004699,0.022066
unit.004700,0.022468
unit.004701,0.022074
unit.004702,0.021261
unit.004703,0.022453
unit.004704,0.021858
unit.004705,0.022001
unit.004706,0.021471
unit.004707,0.021475
unit.004708,0.118132
unit.004709,0.021786
unit.004710,0.021125
unit.004711,0.021763
unit.004712,0.021481
unit.004713,0.022366
unit.004714,0.021343
unit.004715,0.023009
unit.004716,0.098261
unit.004717,0.018037
unit.004718,0.01591
unit.004719,0.016247
unit.004720,0.017937
unit.004721,0.017372
unit.004722,0.016912
unit.004723,0.018495
unit.004724,0.018658
unit.004725,0.022254
unit.004726,0.018084
unit.004727,0.018502
unit.004728,0.083076
unit.004729,0.018999
unit.004730,0.018918
unit.004731,0.018244
unit.004732,0.017333
unit.004733,0.017831
unit.004734,0.017494
unit.004735,0.017695
unit.004736,0.017345
unit.004737,0.020075
unit.004738,0.022296
unit.004739,0.021648
unit.004740,0.021431
unit.004741,0.022425
unit.004742,0.021437
unit.004743,0.022066
unit.004744,0.021877
unit.004745,0.021898
unit.004746,0.021342
unit.004747,0.021441
unit.004748,0.021566
unit.004749,0.106034
unit.004750,0.021343
unit.004751,0.021738
unit.004752,0.021644
unit.004753,0.022375
unit.004754,0.022053
unit.004755,0.021946
unit.004756,0.022656
unit.004757,0.078547
unit.004758,0.016254
unit.004759,0.018358
unit.004760,0.017894
unit.004761,0.016374
unit.004762,0.01688
unit.004763,0.016425
unit.004764,0.016673
unit.004765,0.017831
unit.004766,0.016827
unit.004767,0.016754
unit.004768,0.016103
unit.004769,0.069446
unit.004770,0.028895
unit.004771,0.017457
unit.004772,0.017893
unit.004773,0.01828
unit.004774,0.01831
unit.004775,0.017991
unit.004776,0.018856
unit.004777,0.018278
unit.004778,0.020031
unit.004779,0.022957
unit.004780,0.022792
unit.004781,0.021608
unit.004782,0.021822
unit.004783,0.021821
unit.004784,0.021711
unit.004785,0.021666
unit.004786,0.021512
unit.004787,0.021466
unit.004788,0.021479
unit.004789,0.021469
unit.004790,0.091932
unit.004791,0.021637
unit.004792,0.022979
unit.004793,0.021625
unit.004794,0.02172
unit.004795,0.021229
unit.004796,0.02122
unit.004797,0.021855
unit.004798,0.093422
unit.004799,0.022494
unit.004800,0.021899
unit.004801,0.020541
unit.004802,0.021225
unit.004803,0.020564
unit.004804,0.020313
unit.004805,0.020549
unit.004806,0.020689
unit.004807,0.021662
unit.004808,0.020654
unit.004809,0.022077
unit.004810,0.164889
unit.004811,0.028969
unit.004812,0.0207
unit.004813,0.02066
unit.004814,0.020173
unit.004815,0.020735
unit.004816,0.020606
unit.004817,0.020625
unit.004818,0.021423
unit.004819,0.019199
unit.004820,0.017931
unit.004821,0.018539
unit.004822,0.019036
unit.004823,0.01844
unit.004824,0.018701
unit.004825,0.018687
unit.004826,0.018432
unit.004827,0.0175
unit.004828,0.017437
unit.004829,0.017441
unit.004830,0.017952
unit.004831,0.0769
unit.004832,0.018586
unit.004833,0.018389
unit.004834,0.019184
unit.004835,0.018045
unit.004836,0.018565
unit.004837,0.018333
unit.004838,0.018427
unit.004839,0.075447
unit.004840,0.017205
unit.004841,0.018918
unit.004842,0.016283
unit.004843,0.017408
unit.004844,0.017274
unit.004845,0.017512
unit.004846,0.016706
unit.004847,0.017632
unit.004848,0.016568
unit.004849,0.01661
unit.004850,0.01727
unit.004851,0.074314
unit.004852,0.018159
unit.004853,0.018227
unit.004854,0.019083
unit.004855,0.019316
unit.004856,0.018817
unit.004857,0.01884
unit.004858,0.018859
unit.004859,0.019233
unit.004860,0.020448
unit.004861,0.02275
unit.004862,0.02206
unit.004863,0.022405
unit.004864,0.022002
unit.004865,0.021888
unit.004866,0.021767
unit.004867,0.021747
unit.004868,0.021882
unit.004869,0.022152
unit.004870,0.022012
unit.004871,0.024546
unit.004872,0.126561
unit.004873,0.021908
unit.004874,0.022115
unit.004875,0.023028
unit.004876,0.021935
unit.004877,0.02187
unit.004878,0.02337
unit.004879,0.022017
unit.004880,0.094578
unit.004881,0.022381
unit.004882,0.021364
unit.004883,0.0216
unit.004884,0.021999
unit.004885,0.020637
unit.004886,0.021619
unit.004887,0.020992
unit.004888,0.020633
unit.004889,0.021224
unit.004890,0.023435
unit.004891,0.021813
unit.004892,0.10837
unit.004893,0.022387
unit.004894,0.021186
unit.004895,0.021558
unit.004896,0.021511
unit.004897,0.022347
unit.004898,0.021798
unit.004899,0.021381
unit.004900,0.022577
unit.004901,0.020369
unit.004902,0.018259
unit.004903,0.018164
unit.004904,0.017997
unit.004905,0.017482
unit.004906,0.017998
unit.004907,0.017579
unit.004908,0.017951
unit.004909,0.01753
unit.004910,0.018804
unit.004911,0.017745
unit.004912,0.017692
unit.004913,0.083754
unit.004914,0.017023
unit.004915,0.018549
unit.004916,0.018739
unit.004917,0.018652
unit.004918,0.018915
unit.004919,0.019014
unit.004920,0.018542
unit.004921,0.104651
unit.004922,0.019014
unit.004923,0.018962
unit.004924,0.018693
unit.004925,0.018353
unit.004926,0.018794
unit.004927,0.019615
unit.004928,0.018074
unit.004929,0.017831
unit.004930,0.016894
unit.004931,0.017581
unit.004932,0.01826
unit.004933,0.077328
unit.004934,0.018169
unit.004935,0.018509
unit.004936,0.01817
unit.004937,0.018326
unit.004938,0.01826
unit.004939,0.018581
unit.004940,0.018482
unit.004941,0.018538
unit.004942,0.02102
unit.004943,0.024524
unit.004944,0.023146
unit.004945,0.02312
unit.004946,0.022684
unit.004947,0.023648
unit.004948,0.022915
unit.004949,0.022637
unit.004950,0.022634
unit.004951,0.022901
unit.004952,0.022692
unit.004953,0.02307
unit.004954,0.105696
unit.004955,0.022427
unit.004956,0.023118
unit.004957,0.023224
unit.004958,0.024332
unit.004959,0.022716
unit.004960,0.023176
unit.004961,0.022775
unit.004962,0.095767
unit.004963,0.023202
unit.004964,0.022792
unit.004965,0.021676
unit.004966,0.022795
unit.004967,0.021776
unit.004968,0.021587
unit.004969,0.0215
unit.004970,0.02138
unit.004971,0.02213
unit.004972,0.021469
unit.004973,0.021955
unit.004974,0.115932
unit.004975,0.02204
unit.004976,0.021012
unit.004977,0.0207
unit.004978,0.02097
unit.004979,0.020992
unit.004980,0.020918
unit.004981,0.020968
unit.004982,0.022605
unit.004983,0.020014
unit.004984,0.017119
unit.004985,0.0173
unit.004986,0.017665
unit.004987,0.017528
unit.004988,0.017128
unit.004989,0.017089
unit.004990,0.017402
unit.004991,0.018986
unit.004992,0.018472
unit.004993,0.018214
unit.004994,0.019172
unit.004995,0.07797
unit.004996,0.020097
unit.004997,0.019012
unit.004998,0.018943
unit.004999,0.018952
unit.005000,0.018717
unit.005001,0.018677
unit.005002,0.018912
unit.005003,0.095162
unit.005004,0.019027
unit.005005,0.018004
unit.005006,0.016851
unit.005007,0.017402
unit.005008,0.019427
unit.005009,0.018103
unit.005010,0.018679
unit.005011,0.017255
unit.005012,0.01793
unit.005013,0.017079
unit.005014,0.018127
unit.005015,0.08792
unit.005016,0.018284
unit.005017,0.018231
unit.005018,0.018976
unit.005019,0.018533
unit.005020,0.018602
unit.005021,0.018703
unit.005022,0.018876
unit.005023,0.018916
unit.005024,0.02143
unit.005025,0.022982
unit.005026,0.023157
unit.005027,0.02274
unit.005028,0.022391
unit.005029,0.022124
unit.005030,0.022247
unit.005031,0.022252
unit.005032,0.024015
unit.005033,0.022562
unit.005034,0.022173
unit.005035,0.022503
unit.005036,0.095066
unit.005037,0.022668
unit.005038,0.024484
unit.005039,0.024116
unit.005040,0.028906
unit.005041,0.023206
unit.005042,0.023464
unit.005043,0.023543
unit.005044,0.111392
unit.005045,0.017565
unit.005046,0.019306
unit.005047,0.018009
unit.005048,0.017709
unit.005049,0.017746
unit.005050,0.017553
unit.005051,0.017581
unit.005052,0.017586
unit.005053,0.016997
unit.005054,0.018591
unit.005055,0.019878
unit.005056,0.084592
unit.005057,0.01749
unit.005058,0.0182
unit.005059,0.018802
unit.005060,0.020128
unit.005061,0.018688
unit.005062,0.018317
unit.005063,0.018906
unit.005064,0.018589
unit.005065,0.021549
unit.005066,0.024197
unit.005067,0.024383
unit.005068,0.023632
unit.005069,0.024027
unit.005070,0.022529
unit.005071,0.023186
unit.005072,0.023947
unit.005073,0.023914
unit.005074,0.024103
unit.005075,0.022722
unit.005076,0.023508
unit.005077,0.102584
unit.005078,0.02327
unit.005079,0.024345
unit.005080,0.022967
unit.005081,0.023274
unit.005082,0.022957
unit.005083,0.023239
unit.005084,0.02311
unit.005085,0.078758
unit.005086,0.018115
unit.005087,0.018692
unit.005088,0.017396
unit.005089,0.018621
unit.005090,0.01843
unit.005091,0.019505
unit.005092,0.018909
unit.005093,0.018904
unit.005094,0.018554
unit.005095,0.018541
unit.005096,0.018891
unit.005097,0.09258
unit.005098,0.017787
unit.005099,0.018466
unit.005100,0.018817
unit.005101,0.018205
unit.005102,0.018031
unit.005103,0.01849
unit.005104,0.018587
unit.005105,0.01944
unit.005106,0.023075
unit.005107,0.025148
unit.005108,0.02724
unit.005109,0.024312
unit.005110,0.023712
unit.005111,0.023529
unit.005112,0.025631
unit.005113,0.02548
unit.005114,0.022509
unit.005115,0.023407
unit.005116,0.023052
unit.005117,0.023387
unit.005118,0.088783
unit.005119,0.022794
unit.005120,0.022872
unit.005121,0.022942
unit.005122,0.022979
unit.005123,0.022926
unit.005124,0.022722
unit.005125,0.022966
unit.005126,0.089727
unit.005127,0.017792
unit.005128,0.023315
unit.005129,0.016463
unit.005130,0.018222
unit.005131,0.017407
unit.005132,0.017722
unit.005133,0.018215
unit.005134,0.017486
unit.005135,0.01753
unit.005136,0.017035
unit.005137,0.017328
unit.005138,0.083565
unit.005139,0.018588
unit.005140,0.018203
unit.005141,0.018708
unit.005142,0.018319
unit.005143,0.018378
unit.005144,0.018864
unit.005145,0.018757
unit.005146,0.018331
unit.005147,0.021271
unit.005148,0.023261
unit.005149,0.023085
unit.005150,0.022892
unit.005151,0.023017
unit.005152,0.023631
unit.005153,0.022845
unit.005154,0.023016
unit.005155,0.022447
unit.005156,0.023211
unit.005157,0.022556
unit.005158,0.023018
unit.005159,0.109729
unit.005160,0.022931
unit.005161,0.022577
unit.005162,0.02268
unit.005163,0.022189
unit.005164,0.023084
unit.005165,0.023888
unit.005166,0.023834
unit.005167,0.113808
unit.005168,0.017764
unit.005169,0.019059
unit.005170,0.017868
unit.005171,0.01759
unit.005172,0.01872
unit.005173,0.016962
unit.005174,0.02966
unit.005175,0.01744
unit.005176,0.018278
unit.005177,0.016834
unit.005178,0.016999
unit.005179,0.078814
unit.005180,0.018555
unit.005181,0.018194
unit.005182,0.018361
unit.005183,0.018505
unit.005184,0.017823
unit.005185,0.01826
unit.005186,0.018978
unit.005187,0.018524
unit.005188,0.021306
unit.005189,0.023523
unit.005190,0.023001
unit.005191,0.023013
unit.005192,0.023601
unit.005193,0.023213
unit.005194,0.022809
unit.005195,0.023255
unit.005196,0.022869
unit.005197,0.024345
unit.005198,0.022947
unit.005199,0.023194
unit.005200,0.113276
unit.005201,0.023447
unit.005202,0.023116
unit.005203,0.023376
unit.005204,0.022764
unit.005205,0.022657
unit.005206,0.022883
unit.005207,0.023129
unit.005208,0.116762
unit.005209,0.016807
unit.005210,0.020281
unit.005211,0.018789
unit.005212,0.017613
unit.005213,0.018103
unit.005214,0.01764
unit.005215,0.017119
unit.005216,0.018356
unit.005217,0.01839
unit.005218,0.023709
unit.005219,0.018133
unit.005220,0.074065
unit.005221,0.018359
unit.005222,0.018098
unit.005223,0.018654
unit.005224,0.018183
unit.005225,0.01859
unit.005226,0.019068
unit.005227,0.019864
unit.005228,0.018949
unit.005229,0.024576
unit.005230,0.024888
unit.005231,0.024462
unit.005232,0.023518
unit.005233,0.023182
unit.005234,0.025051
unit.005235,0.023287
unit.005236,0.02587
unit.005237,0.023272
unit.005238,0.023678
unit.005239,0.023024
unit.005240,0.023282
unit.005241,0.120412
unit.005242,0.023861
unit.005243,0.023212
unit.005244,0.023257
unit.005245,0.02328
unit.005246,0.023174
unit.005247,0.023111
unit.005248,0.023148
unit.005249,0.109335
unit.005250,0.01809
unit.005251,0.019333
unit.005252,0.017149
unit.005253,0.019603
unit.005254,0.018393
unit.005255,0.01869
unit.005256,0.019793
unit.005257,0.018128
unit.005258,0.01731
unit.005259,0.019723
unit.005260,0.020308
unit.005261,0.077331
unit.005262,0.018099
unit.005263,0.019191
unit.005264,0.032826
unit.005265,0.018885
unit.005266,0.019304
unit.005267,0.019355
unit.005268,0.019352
unit.005269,0.01898
unit.005270,0.021352
unit.005271,0.024153
unit.005272,0.025724
unit.005273,0.023815
unit.005274,0.023509
unit.005275,0.023739
unit.005276,0.023506
unit.005277,0.024208
unit.005278,0.02342
unit.005279,0.024019
unit.005280,0.024474
unit.005281,0.023311
unit.005282,0.116412
unit.005283,0.023731
unit.005284,0.023297
unit.005285,0.023718
unit.005286,0.023418
unit.005287,0.023573
unit.005288,0.022914
unit.005289,0.023247
unit.005290,0.088196
unit.005291,0.018701
unit.005292,0.020385
unit.005293,0.019578
unit.005294,0.01886
unit.005295,0.019421
unit.005296,0.018322
unit.005297,0.018012
unit.005298,0.017736
unit.005299,0.018834
unit.005300,0.018836
unit.005301,0.019568
unit.005302,0.070579
unit.005303,0.019053
unit.005304,0.018787
unit.005305,0.019429
unit.005306,0.019009
unit.005307,0.021641
unit.005308,0.019182
unit.005309,0.018874
unit.005310,0.019607
unit.005311,0.023105
unit.005312,0.024249
unit.005313,0.024191
unit.005314,0.023925
unit.005315,0.024262
unit.005316,0.025312
unit.005317,0.025455
unit.005318,0.023555
unit.005319,0.024327
unit.005320,0.023474
unit.005321,0.023318
unit.005322,0.023433
unit.005323,0.129465
unit.005324,0.023593
unit.005325,0.023376
unit.005326,0.023658
unit.005327,0.023099
unit.005328,0.022924
unit.005329,0.023494
unit.005330,0.023602
unit.005331,0.171559
unit.005332,0.035549
unit.005333,0.020701
unit.005334,0.019127
unit.005335,0.018716
unit.005336,0.018879
unit.005337,0.018117
unit.005338,0.019321
unit.005339,0.018674
unit.005340,0.019201
unit.005341,0.017502
unit.005342,0.017711
unit.005343,0.077569
unit.005344,0.017342
unit.005345,0.019566
unit.005346,0.019309
unit.005347,0.026466
unit.005348,0.019134
unit.005349,0.018792
unit.005350,0.018615
unit.005351,0.019737
unit.005352,0.021403
unit.005353,0.024048
unit.005354,0.024816
unit.005355,0.024119
unit.005356,0.023431
unit.005357,0.022749
unit.005358,0.023291
unit.005359,0.023268
unit.005360,0.023777
unit.005361,0.023652
unit.005362,0.024013
unit.005363,0.023335
unit.005364,0.099801
unit.005365,0.023673
unit.005366,0.024255
unit.005367,0.024761
unit.005368,0.024635
unit.005369,0.025014
unit.005370,0.024129
unit.005371,0.024481
unit.005372,0.091502
unit.005373,0.019358
unit.005374,0.019628
unit.005375,0.017575
unit.005376,0.018226
unit.005377,0.019216
unit.005378,0.017605
unit.005379,0.018079
unit.005380,0.01805
unit.005381,0.018057
unit.005382,0.017524
unit.005383,0.017766
unit.005384,0.072018
unit.005385,0.018456
unit.005386,0.018678
unit.005387,0.020244
unit.005388,0.018714
unit.005389,0.019013
unit.005390,0.018668
unit.005391,0.018845
unit.005392,0.02059
unit.005393,0.021565
unit.005394,0.023523
unit.005395,0.025055
unit.005396,0.023964
unit.005397,0.023128
unit.005398,0.023316
unit.005399,0.023961
unit.005400,0.023603
unit.005401,0.02329
unit.005402,0.024045
unit.005403,0.026055
unit.005404,0.023655
unit.005405,0.106068
unit.005406,0.024587
unit.005407,0.024842
unit.005408,0.024884
unit.005409,0.023857
unit.005410,0.024435
unit.005411,0.02571
unit.005412,0.032407
unit.005413,0.10399
unit.005414,0.018897
unit.005415,0.019598
unit.005416,0.017514
unit.005417,0.017985
unit.005418,0.018279
unit.005419,0.018002
unit.005420,0.017785
unit.005421,0.018025
unit.005422,0.017468
unit.005423,0.016985
unit.005424,0.01899
unit.005425,0.079398
unit.005426,0.018708
unit.005427,0.019055
unit.005428,0.01862
unit.005429,0.019936
unit.005430,0.018678
unit.005431,0.019097
unit.005432,0.019351
unit.005433,0.020197
unit.005434,0.021973
unit.005435,0.024308
unit.005436,0.02461
unit.005437,0.024264
unit.005438,0.02416
unit.005439,0.026219
unit.005440,0.024805
unit.005441,0.024638
unit.005442,0.024294
unit.005443,0.024107
unit.005444,0.024274
unit.005445,0.025601
unit.005446,0.124036
unit.005447,0.024114
unit.005448,0.023792
unit.005449,0.024314
unit.005450,0.024651
unit.005451,0.024065
unit.005452,0.023839
unit.005453,0.024094
unit.005454,0.079607
unit.005455,0.018426
unit.005456,0.020023
unit.005457,0.01735
unit.005458,0.0197
unit.005459,0.018231
unit.005460,0.018127
unit.005461,0.018524
unit.005462,0.018566
unit.005463,0.018673
unit.005464,0.018319
unit.005465,0.017583
unit.005466,0.075195
unit.005467,0.019116
unit.005468,0.019466
unit.005469,0.019003
unit.005470,0.019439
unit.005471,0.01829
unit.005472,0.019251
unit.005473,0.022008
unit.005474,0.020374
unit.005475,0.024163
unit.005476,0.026091
unit.005477,0.025249
unit.005478,0.025088
unit.005479,0.024126
unit.005480,0.024946
unit.005481,0.024753
unit.005482,0.024979
unit.005483,0.024547
unit.005484,0.025119
unit.005485,0.024686
unit.005486,0.024792
unit.005487,0.126816
unit.005488,0.037093
unit.005489,0.024545
unit.005490,0.024999
unit.005491,0.024645
unit.005492,0.024441
unit.005493,0.02395
unit.005494,0.024477
unit.005495,0.084073
unit.005496,0.024056
unit.005497,0.023947
unit.005498,0.023014
unit.005499,0.023705
unit.005500,0.023306
unit.005501,0.023019
unit.005502,0.02335
unit.005503,0.023003
unit.005504,0.02299
unit.005505,0.02366
unit.005506,0.023111
unit.005507,0.098979
unit.005508,0.022935
unit.005509,0.024201
unit.005510,0.023811
unit.005511,0.023892
unit.005512,0.023031
unit.005513,0.023179
unit.005514,0.022886
unit.005515,0.023134
unit.005516,0.022059
unit.005517,0.01931
unit.005518,0.019903
unit.005519,0.019156
unit.005520,0.018483
unit.005521,0.019015
unit.005522,0.018722
unit.005523,0.018851
unit.005524,0.018722
unit.005525,0.018305
unit.005526,0.019967
unit.005527,0.01967
unit.005528,0.069344
unit.005529,0.019391
unit.005530,0.019047
unit.005531,0.019629
unit.005532,0.020109
unit.005533,0.019582
unit.005534,0.019014
unit.005535,0.020098
unit.005536,0.091217
unit.005537,0.019043
unit.005538,0.020159
unit.005539,0.017242
unit.005540,0.020737
unit.005541,0.018753
unit.005542,0.018435
unit.005543,0.018605
unit.005544,0.017616
unit.005545,0.017848
unit.005546,0.018699
unit.005547,0.020931
unit.005548,0.089292
unit.005549,0.018112
unit.005550,0.019986
unit.005551,0.022591
unit.005552,0.020286
unit.005553,0.020296
unit.005554,0.019334
unit.005555,0.019521
unit.005556,0.019191
unit.005557,0.021938
unit.005558,0.025133
unit.005559,0.024595
unit.005560,0.024938
unit.005561,0.024982
unit.005562,0.024387
unit.005563,0.024144
unit.005564,0.024758
unit.005565,0.024469
unit.005566,0.024038
unit.005567,0.024477
unit.005568,0.024469
unit.005569,0.134764
unit.005570,0.024179
unit.005571,0.024727
unit.005572,0.024238
unit.005573,0.024371
unit.005574,0.024715
unit.005575,0.024558
unit.005576,0.024742
unit.005577,0.09379
unit.005578,0.025016
