uid,p2overhead
unit.009075,0.023432
unit.009076,0.025879
unit.009077,0.025109
unit.009078,0.025073
unit.009079,0.026899
unit.009080,0.025694
unit.009081,0.025549
unit.009082,0.054008
unit.009083,0.07216
unit.009084,0.043219
unit.009085,0.034669
unit.009086,0.0357
unit.009087,0.034414
unit.009088,0.034273
unit.009089,0.033909
unit.009090,0.035047
unit.009091,0.034716
unit.009092,0.033735
unit.009093,0.034859
unit.009094,0.033575
unit.009095,0.117531
unit.009096,0.034907
unit.009097,0.033806
unit.009098,0.033978
unit.009099,0.033484
unit.009100,0.033823
unit.009101,0.033696
unit.009102,0.033473
unit.009103,0.082184
unit.009104,0.024427
unit.009105,0.02596
unit.009106,0.023916
unit.009107,0.024613
unit.009108,0.025276
unit.009109,0.025102
unit.009110,0.032212
unit.009111,0.034428
unit.009112,0.025689
unit.009113,0.030857
unit.009114,0.023311
unit.009115,0.080436
unit.009116,0.024242
unit.009117,0.025913
unit.009118,0.040411
unit.009119,0.032721
unit.009120,0.037359
unit.009121,0.025965
unit.009122,0.026614
unit.009123,0.027149
unit.009124,0.031383
unit.009125,0.033539
unit.009126,0.035802
unit.009127,0.034871
unit.009128,0.033549
unit.009129,0.034178
unit.009130,0.033406
unit.009131,0.034651
unit.009132,0.033312
unit.009133,0.033751
unit.009134,0.033704
unit.009135,0.034891
unit.009136,0.124846
unit.009137,0.033956
unit.009138,0.0335
unit.009139,0.033478
unit.009140,0.033163
unit.009141,0.034534
unit.009142,0.034742
unit.009143,0.040738
unit.009144,0.119788
unit.009145,0.033475
unit.009146,0.033592
unit.009147,0.032457
unit.009148,0.032821
unit.009149,0.033927
unit.009150,0.04307
unit.009151,0.042349
unit.009152,0.041552
unit.009153,0.033292
unit.009154,0.031382
unit.009155,0.032246
unit.009156,0.178248
unit.009157,0.041772
unit.009158,0.033932
unit.009159,0.031718
unit.009160,0.0315
unit.009161,0.032371
unit.009162,0.031619
unit.009163,0.032261
unit.009164,0.031829
unit.009165,0.027754
unit.009166,0.025628
unit.009167,0.024957
unit.009168,0.024661
unit.009169,0.023409
unit.009170,0.025438
unit.009171,0.024099
unit.009172,0.024482
unit.009173,0.024219
unit.009174,0.02419
unit.009175,0.023815
unit.009176,0.024204
unit.009177,0.080078
unit.009178,0.023383
unit.009179,0.026833
unit.009180,0.02626
unit.009181,0.025527
unit.009182,0.028926
unit.009183,0.02589
unit.009184,0.03407
unit.009185,0.122966
unit.009186,0.029509
unit.009187,0.027447
unit.009188,0.024996
unit.009189,0.025001
unit.009190,0.023654
unit.009191,0.024835
unit.009192,0.024302
unit.009193,0.024063
unit.009194,0.024685
unit.009195,0.024614
unit.009196,0.023721
unit.009197,0.128832
unit.009198,0.023372
unit.009199,0.024829
unit.009200,0.025723
unit.009201,0.025662
unit.009202,0.025263
unit.009203,0.026206
unit.009204,0.026456
unit.009205,0.02565
unit.009206,0.031012
unit.009207,0.034797
unit.009208,0.034759
unit.009209,0.035608
unit.009210,0.034206
unit.009211,0.034954
unit.009212,0.033774
unit.009213,0.034549
unit.009214,0.034367
unit.009215,0.034043
unit.009216,0.036671
unit.009217,0.034651
unit.009218,0.117816
unit.009219,0.035532
unit.009220,0.034582
unit.009221,0.037747
unit.009222,0.035119
unit.009223,0.034548
unit.009224,0.034498
unit.009225,0.035822
unit.009226,0.111772
unit.009227,0.033112
unit.009228,0.03461
unit.009229,0.040062
unit.009230,0.036171
unit.009231,0.033747
unit.009232,0.034613
unit.009233,0.033675
unit.009234,0.034543
unit.009235,0.033486
unit.009236,0.032979
unit.009237,0.032417
unit.009238,0.106902
unit.009239,0.032811
unit.009240,0.032264
unit.009241,0.032953
unit.009242,0.032848
unit.009243,0.032361
unit.009244,0.033063
unit.009245,0.033885
unit.009246,0.033199
unit.009247,0.030683
unit.009248,0.024867
unit.009249,0.024261
unit.009250,0.025377
unit.009251,0.025297
unit.009252,0.024777
unit.009253,0.024632
unit.009254,0.024292
unit.009255,0.025782
unit.009256,0.024804
unit.009257,0.024222
unit.009258,0.024678
unit.009259,0.084666
unit.009260,0.025583
unit.009261,0.026413
unit.009262,0.026522
unit.009263,0.025871
unit.009264,0.026735
unit.009265,0.02599
unit.009266,0.026549
unit.009267,0.092097
unit.009268,0.032082
unit.009269,0.034349
unit.009270,0.025586
unit.009271,0.027403
unit.009272,0.031553
unit.009273,0.024788
unit.009274,0.038879
unit.009275,0.0254
unit.009276,0.025234
unit.009277,0.025207
unit.009278,0.027821
unit.009279,0.083723
unit.009280,0.024322
unit.009281,0.026046
unit.009282,0.028227
unit.009283,0.025664
unit.009284,0.025861
unit.009285,0.02612
unit.009286,0.026091
unit.009287,0.02596
unit.009288,0.031244
unit.009289,0.034859
unit.009290,0.034764
unit.009291,0.036281
unit.009292,0.035445
unit.009293,0.034241
unit.009294,0.034224
unit.009295,0.034865
unit.009296,0.035629
unit.009297,0.038062
unit.009298,0.034167
unit.009299,0.035625
unit.009300,0.14086
unit.009301,0.036757
unit.009302,0.034948
unit.009303,0.034629
unit.009304,0.034347
unit.009305,0.034264
unit.009306,0.034142
unit.009307,0.034092
unit.009308,0.109607
unit.009309,0.033785
unit.009310,0.032802
unit.009311,0.031978
unit.009312,0.031151
unit.009313,0.032584
unit.009314,0.032459
unit.009315,0.033975
unit.009316,0.032935
unit.009317,0.038668
unit.009318,0.038644
unit.009319,0.038252
unit.009320,0.114629
unit.009321,0.033889
unit.009322,0.032084
unit.009323,0.032076
unit.009324,0.031898
unit.009325,0.033677
unit.009326,0.032585
unit.009327,0.032952
unit.009328,0.032376
unit.009329,0.029236
unit.009330,0.026992
unit.009331,0.025028
unit.009332,0.024512
unit.009333,0.024553
unit.009334,0.024274
unit.009335,0.024613
unit.009336,0.024262
unit.009337,0.024154
unit.009338,0.025298
unit.009339,0.024472
unit.009340,0.026463
unit.009341,0.084964
unit.009342,0.025805
unit.009343,0.026438
unit.009344,0.025804
unit.009345,0.026018
unit.009346,0.026319
unit.009347,0.025336
unit.009348,0.026138
unit.009349,0.112942
unit.009350,0.023415
unit.009351,0.026624
unit.009352,0.025133
unit.009353,0.025814
unit.009354,0.023994
unit.009355,0.025798
unit.009356,0.034128
unit.009357,0.036567
unit.009358,0.024328
unit.009359,0.024974
unit.009360,0.029322
unit.009361,0.078078
unit.009362,0.025841
unit.009363,0.029015
unit.009364,0.032
unit.009365,0.026141
unit.009366,0.026137
unit.009367,0.025245
unit.009368,0.026136
unit.009369,0.025311
unit.009370,0.030937
unit.009371,0.035322
unit.009372,0.034337
unit.009373,0.035639
unit.009374,0.03433
unit.009375,0.034649
unit.009376,0.034428
unit.009377,0.034713
unit.009378,0.035303
unit.009379,0.033958
unit.009380,0.033603
unit.009381,0.034717
unit.009382,0.123237
unit.009383,0.034201
unit.009384,0.034212
unit.009385,0.034539
unit.009386,0.035487
unit.009387,0.034591
unit.009388,0.034426
unit.009389,0.034959
unit.009390,0.098007
unit.009391,0.030566
unit.009392,0.025823
unit.009393,0.024012
unit.009394,0.025513
unit.009395,0.024681
unit.009396,0.025364
unit.009397,0.024417
unit.009398,0.033277
unit.009399,0.025239
unit.009400,0.024149
unit.009401,0.025041
unit.009402,0.088165
unit.009403,0.023793
unit.009404,0.025678
unit.009405,0.025851
unit.009406,0.025019
unit.009407,0.025602
unit.009408,0.026549
unit.009409,0.026187
unit.009410,0.025747
unit.009411,0.030973
unit.009412,0.03493
unit.009413,0.04632
unit.009414,0.04679
unit.009415,0.04175
unit.009416,0.035585
unit.009417,0.035725
unit.009418,0.035098
unit.009419,0.035014
unit.009420,0.034728
unit.009421,0.034243
unit.009422,0.034963
unit.009423,0.116938
unit.009424,0.03473
unit.009425,0.034989
unit.009426,0.034437
unit.009427,0.034207
unit.009428,0.035358
unit.009429,0.033681
unit.009430,0.034881
unit.009431,0.091507
unit.009432,0.024028
unit.009433,0.026526
unit.009434,0.025437
unit.009435,0.025461
unit.009436,0.026834
unit.009437,0.026739
unit.009438,0.025827
unit.009439,0.026156
unit.009440,0.02524
unit.009441,0.026889
unit.009442,0.025745
unit.009443,0.081767
unit.009444,0.023611
unit.009445,0.025487
unit.009446,0.024951
unit.009447,0.02513
unit.009448,0.026331
unit.009449,0.024973
unit.009450,0.025536
unit.009451,0.025417
unit.009452,0.030211
unit.009453,0.034459
unit.009454,0.033945
unit.009455,0.034611
unit.009456,0.033602
unit.009457,0.033136
unit.009458,0.043513
unit.009459,0.034728
unit.009460,0.038547
unit.009461,0.03837
unit.009462,0.034742
unit.009463,0.036962
unit.009464,0.114696
unit.009465,0.034219
unit.009466,0.034856
unit.009467,0.034472
unit.009468,0.034965
unit.009469,0.035425
unit.009470,0.034952
unit.009471,0.034357
unit.009472,0.116107
unit.009473,0.025169
unit.009474,0.026881
unit.009475,0.025961
unit.009476,0.02452
unit.009477,0.023689
unit.009478,0.0251
unit.009479,0.024336
unit.009480,0.024893
unit.009481,0.02365
unit.009482,0.02477
unit.009483,0.02578
unit.009484,0.094034
unit.009485,0.023915
unit.009486,0.026393
unit.009487,0.025623
unit.009488,0.024901
unit.009489,0.024667
unit.009490,0.024725
unit.009491,0.025739
unit.009492,0.02502
unit.009493,0.029526
unit.009494,0.03323
unit.009495,0.033646
unit.009496,0.034706
unit.009497,0.033636
unit.009498,0.033956
unit.009499,0.033994
unit.009500,0.037187
unit.009501,0.033308
unit.009502,0.03355
unit.009503,0.033096
unit.009504,0.03383
unit.009505,0.130534
unit.009506,0.036084
unit.009507,0.033167
unit.009508,0.03739
unit.009509,0.041102
unit.009510,0.039414
unit.009511,0.035616
unit.009512,0.036804
unit.009513,0.117345
unit.009514,0.031489
unit.009515,0.031157
unit.009516,0.02883
unit.009517,0.027598
unit.009518,0.026265
unit.009519,0.029563
unit.009520,0.026355
unit.009521,0.02545
unit.009522,0.026502
unit.009523,0.02642
unit.009524,0.025864
unit.009525,0.07913
unit.009526,0.023985
unit.009527,0.02588
unit.009528,0.026044
unit.009529,0.025518
unit.009530,0.026673
unit.009531,0.026433
unit.009532,0.026689
unit.009533,0.025708
unit.009534,0.031573
unit.009535,0.034144
unit.009536,0.034421
unit.009537,0.033925
unit.009538,0.036794
unit.009539,0.034382
unit.009540,0.040078
unit.009541,0.033839
unit.009542,0.033486
unit.009543,0.033368
unit.009544,0.032703
unit.009545,0.033946
unit.009546,0.130926
unit.009547,0.034172
unit.009548,0.092388
unit.009549,0.085495
unit.009550,0.066738
unit.009551,0.037725
unit.009552,0.039887
unit.009553,0.037308
unit.009554,0.116242
unit.009555,0.031419
unit.009556,0.034244
unit.009557,0.024232
unit.009558,0.027563
unit.009559,0.023329
unit.009560,0.03529
unit.009561,0.031073
unit.009562,0.032284
unit.009563,0.025545
unit.009564,0.027519
unit.009565,0.024483
unit.009566,0.084489
unit.009567,0.024433
unit.009568,0.026783
unit.009569,0.026175
unit.009570,0.026402
unit.009571,0.026293
unit.009572,0.025999
unit.009573,0.025604
unit.009574,0.026076
unit.009575,0.030931
unit.009576,0.033918
unit.009577,0.034868
unit.009578,0.034943
unit.009579,0.034484
unit.009580,0.033816
unit.009581,0.035866
unit.009582,0.033978
unit.009583,0.034483
unit.009584,0.033863
unit.009585,0.048842
unit.009586,0.034894
unit.009587,0.182955
unit.009588,0.045836
unit.009589,0.034458
unit.009590,0.033379
unit.009591,0.034026
unit.009592,0.040347
unit.009593,0.033898
unit.009594,0.033879
unit.009595,0.119041
unit.009596,0.033862
unit.009597,0.033161
unit.009598,0.03419
unit.009599,0.033718
unit.009600,0.032759
unit.009601,0.033199
unit.009602,0.03271
unit.009603,0.03219
unit.009604,0.032868
unit.009605,0.034357
unit.009606,0.041244
unit.009607,0.118477
unit.009608,0.034844
unit.009609,0.033351
unit.009610,0.035084
unit.009611,0.032375
unit.009612,0.032702
unit.009613,0.033304
unit.009614,0.034847
unit.009615,0.03453
unit.009616,0.028782
unit.009617,0.02593
unit.009618,0.026967
unit.009619,0.029922
unit.009620,0.028567
unit.009621,0.025184
unit.009622,0.028869
unit.009623,0.036314
unit.009624,0.025037
unit.009625,0.025194
unit.009626,0.024495
unit.009627,0.025022
unit.009628,0.101942
unit.009629,0.026716
unit.009630,0.027338
unit.009631,0.026216
unit.009632,0.026851
unit.009633,0.026334
unit.009634,0.02601
unit.009635,0.026601
unit.009636,0.110465
unit.009637,0.024892
unit.009638,0.025936
unit.009639,0.024307
unit.009640,0.026324
unit.009641,0.026207
unit.009642,0.024784
unit.009643,0.023974
unit.009644,0.02436
unit.009645,0.023779
unit.009646,0.025341
unit.009647,0.02537
unit.009648,0.078504
unit.009649,0.032026
unit.009650,0.034084
unit.009651,0.031124
unit.009652,0.025778
unit.009653,0.029715
unit.009654,0.031441
unit.009655,0.025989
unit.009656,0.026396
unit.009657,0.031228
unit.009658,0.034578
unit.009659,0.034514
unit.009660,0.033743
unit.009661,0.035803
unit.009662,0.03569
unit.009663,0.034308
unit.009664,0.034112
unit.009665,0.035095
unit.009666,0.033787
unit.009667,0.033903
unit.009668,0.034858
unit.009669,0.124681
unit.009670,0.034079
unit.009671,0.03442
unit.009672,0.035095
unit.009673,0.033875
unit.009674,0.034712
unit.009675,0.036199
unit.009676,0.037544
unit.009677,0.112953
unit.009678,0.033914
unit.009679,0.034397
unit.009680,0.034935
unit.009681,0.033732
unit.009682,0.033477
unit.009683,0.033249
unit.009684,0.03276
unit.009685,0.032653
unit.009686,0.033081
unit.009687,0.034836
unit.009688,0.038713
unit.009689,0.10641
unit.009690,0.036056
unit.009691,0.036499
unit.009692,0.039956
unit.009693,0.03381
unit.009694,0.036657
unit.009695,0.036349
unit.009696,0.034358
unit.009697,0.036456
unit.009698,0.031592
unit.009699,0.033829
unit.009700,0.027008
unit.009701,0.0287
unit.009702,0.02486
unit.009703,0.024501
unit.009704,0.032977
unit.009705,0.024506
unit.009706,0.024807
unit.009707,0.024432
unit.009708,0.034306
unit.009709,0.039692
unit.009710,0.103792
unit.009711,0.028906
unit.009712,0.028264
unit.009713,0.031063
unit.009714,0.029472
unit.009715,0.027859
unit.009716,0.027503
unit.009717,0.028218
unit.009718,0.125947
unit.009719,0.025584
unit.009720,0.028644
unit.009721,0.025959
unit.009722,0.02719
unit.009723,0.024467
unit.009724,0.024593
unit.009725,0.024763
unit.009726,0.024988
unit.009727,0.025709
unit.009728,0.024708
unit.009729,0.025475
unit.009730,0.08053
unit.009731,0.024165
unit.009732,0.026097
unit.009733,0.025893
unit.009734,0.025872
unit.009735,0.027284
unit.009736,0.026312
unit.009737,0.02717
unit.009738,0.025839
unit.009739,0.03148
unit.009740,0.035896
unit.009741,0.035754
unit.009742,0.035745
unit.009743,0.037112
unit.009744,0.035908
unit.009745,0.035266
unit.009746,0.035978
unit.009747,0.035025
unit.009748,0.035373
unit.009749,0.035689
unit.009750,0.035526
unit.009751,0.107573
unit.009752,0.039029
unit.009753,0.03548
unit.009754,0.035572
unit.009755,0.034358
unit.009756,0.035249
unit.009757,0.035817
unit.009758,0.036009
unit.009759,0.114612
unit.009760,0.024969
unit.009761,0.026572
unit.009762,0.025202
unit.009763,0.026882
unit.009764,0.265885
unit.009765,0.129079
unit.009766,0.023581
unit.009767,0.025594
unit.009768,0.024262
unit.009769,0.0262
unit.009770,0.027271
unit.009771,0.083593
unit.009772,0.023785
unit.009773,0.02598
unit.009774,0.026641
unit.009775,0.025682
unit.009776,0.025755
unit.009777,0.029167
unit.009778,0.033927
unit.009779,0.028544
unit.009780,0.03136
unit.009781,0.034582
unit.009782,0.034802
unit.009783,0.035449
unit.009784,0.035617
unit.009785,0.035679
unit.009786,0.034618
unit.009787,0.035767
unit.009788,0.035305
unit.009789,0.034961
unit.009790,0.034579
unit.009791,0.03578
unit.009792,0.106678
unit.009793,0.035864
unit.009794,0.034356
unit.009795,0.035813
unit.009796,0.036682
unit.009797,0.0351
unit.009798,0.034278
unit.009799,0.036188
unit.009800,0.136298
unit.009801,0.03502
unit.009802,0.033977
unit.009803,0.033862
unit.009804,0.033458
unit.009805,0.033445
unit.009806,0.034278
unit.009807,0.034359
unit.009808,0.038802
unit.009809,0.034927
unit.009810,0.033781
unit.009811,0.03459
unit.009812,0.104398
unit.009813,0.033904
unit.009814,0.034957
unit.009815,0.034108
unit.009816,0.033966
unit.009817,0.034419
unit.009818,0.033736
unit.009819,0.033598
unit.009820,0.033925
unit.009821,0.029283
unit.009822,0.026674
unit.009823,0.026133
unit.009824,0.025464
unit.009825,0.025194
unit.009826,0.026239
unit.009827,0.025241
unit.009828,0.024905
unit.009829,0.02489
unit.009830,0.025924
unit.009831,0.024905
unit.009832,0.025504
unit.009833,0.082513
unit.009834,0.026555
unit.009835,0.027399
unit.009836,0.027341
unit.009837,0.03462
unit.009838,0.031043
unit.009839,0.03387
unit.009840,0.030446
unit.009841,0.099285
unit.009842,0.025569
unit.009843,0.026876
unit.009844,0.023899
unit.009845,0.027035
unit.009846,0.024545
unit.009847,0.026757
unit.009848,0.026305
unit.009849,0.025618
unit.009850,0.025675
unit.009851,0.0261
unit.009852,0.025619
unit.009853,0.084781
unit.009854,0.026908
unit.009855,0.027272
unit.009856,0.026399
unit.009857,0.026667
unit.009858,0.027631
unit.009859,0.026707
unit.009860,0.027007
unit.009861,0.025869
unit.009862,0.031164
unit.009863,0.03699
unit.009864,0.03586
unit.009865,0.036525
unit.009866,0.03537
unit.009867,0.036019
unit.009868,0.035632
unit.009869,0.037009
unit.009870,0.036211
unit.009871,0.035846
unit.009872,0.035391
unit.009873,0.035878
unit.009874,0.144842
unit.009875,0.033036
unit.009876,0.04761
unit.009877,0.035265
unit.009878,0.039423
unit.009879,0.034494
unit.009880,0.037217
unit.009881,0.040325
unit.009882,0.113382
unit.009883,0.024675
unit.009884,0.027044
unit.009885,0.025403
unit.009886,0.035263
unit.009887,0.026596
unit.009888,0.026545
unit.009889,0.026342
unit.009890,0.02643
unit.009891,0.026435
unit.009892,0.025801
unit.009893,0.027023
unit.009894,0.083853
unit.009895,0.036186
unit.009896,0.026341
unit.009897,0.027056
unit.009898,0.026403
unit.009899,0.026477
unit.009900,0.026432
unit.009901,0.028253
unit.009902,0.029186
unit.009903,0.032156
unit.009904,0.035904
unit.009905,0.034451
unit.009906,0.034438
unit.009907,0.036723
unit.009908,0.035281
unit.009909,0.03571
unit.009910,0.035039
unit.009911,0.035228
unit.009912,0.037614
unit.009913,0.035644
unit.009914,0.036291
unit.009915,0.108078
unit.009916,0.035356
unit.009917,0.036635
unit.009918,0.035781
unit.009919,0.034679
unit.009920,0.035783
unit.009921,0.045046
unit.009922,0.037076
unit.009923,0.09349
unit.009924,0.025904
unit.009925,0.027539
unit.009926,0.033412
unit.009927,0.025957
unit.009928,0.02659
unit.009929,0.024791
unit.009930,0.024947
unit.009931,0.025922
unit.009932,0.026037
unit.009933,0.024865
unit.009934,0.024615
unit.009935,0.121939
unit.009936,0.024079
unit.009937,0.02669
unit.009938,0.0264
unit.009939,0.026335
unit.009940,0.026148
unit.009941,0.025697
unit.009942,0.026673
unit.009943,0.026621
unit.009944,0.036195
unit.009945,0.03651
unit.009946,0.036162
unit.009947,0.036246
unit.009948,0.036214
unit.009949,0.037428
unit.009950,0.036231
unit.009951,0.037096
unit.009952,0.036249
unit.009953,0.037325
unit.009954,0.035004
unit.009955,0.037124
unit.009956,0.099797
unit.009957,0.036734
unit.009958,0.0412
unit.009959,0.037711
unit.009960,0.035971
unit.009961,0.035555
unit.009962,0.036313
unit.009963,0.039064
unit.009964,0.095509
unit.009965,0.024935
unit.009966,0.027535
unit.009967,0.025111
unit.009968,0.026582
unit.009969,0.02595
unit.009970,0.026081
unit.009971,0.026221
unit.009972,0.025252
unit.009973,0.025418
unit.009974,0.026477
unit.009975,0.025859
unit.009976,0.090507
unit.009977,0.024629
unit.009978,0.027242
unit.009979,0.027208
unit.009980,0.026602
unit.009981,0.026851
unit.009982,0.025855
unit.009983,0.026944
unit.009984,0.026232
unit.009985,0.031535
unit.009986,0.035437
unit.009987,0.037124
unit.009988,0.035969
unit.009989,0.036078
unit.009990,0.036647
unit.009991,0.042136
unit.009992,0.03537
unit.009993,0.036007
unit.009994,0.036805
unit.009995,0.03623
unit.009996,0.03632
unit.009997,0.186993
unit.009998,0.049569
unit.009999,0.035341
unit.010000,0.043279
unit.010001,0.035597
unit.010002,0.037274
unit.010003,0.035012
unit.010004,0.0354
unit.010005,0.118045
unit.010006,0.035448
unit.010007,0.023731
unit.010008,0.028908
unit.010009,0.034184
unit.010010,0.02775
unit.010011,0.02822
unit.010012,0.02723
unit.010013,0.026746
unit.010014,0.029508
unit.010015,0.028107
unit.010016,0.026975
unit.010017,0.082881
unit.010018,0.02589
unit.010019,0.030063
unit.010020,0.02818
unit.010021,0.026784
unit.010022,0.026411
unit.010023,0.026437
unit.010024,0.02667
unit.010025,0.026397
unit.010026,0.031339
unit.010027,0.035707
unit.010028,0.034974
unit.010029,0.036222
unit.010030,0.03483
unit.010031,0.036262
unit.010032,0.034477
unit.010033,0.03585
unit.010034,0.035633
unit.010035,0.036072
unit.010036,0.035451
unit.010037,0.035244
unit.010038,0.178497
unit.010039,0.041054
unit.010040,0.035219
unit.010041,0.03556
unit.010042,0.034529
unit.010043,0.035504
unit.010044,0.035392
unit.010045,0.035459
unit.010046,0.118371
unit.010047,0.025266
unit.010048,0.027627
unit.010049,0.025231
unit.010050,0.026036
unit.010051,0.023986
unit.010052,0.026918
unit.010053,0.025055
unit.010054,0.02486
unit.010055,0.024868
unit.010056,0.025801
unit.010057,0.025241
unit.010058,0.084279
unit.010059,0.024173
unit.010060,0.026546
unit.010061,0.026523
unit.010062,0.026587
unit.010063,0.026449
unit.010064,0.026646
unit.010065,0.026633
unit.010066,0.027646
unit.010067,0.032136
unit.010068,0.035865
unit.010069,0.038491
unit.010070,0.037156
unit.010071,0.036688
unit.010072,0.035741
unit.010073,0.035401
unit.010074,0.041506
unit.010075,0.03584
unit.010076,0.035329
unit.010077,0.035323
unit.010078,0.037049
unit.010079,0.125751
unit.010080,0.036567
unit.010081,0.036701
unit.010082,0.036527
unit.010083,0.035996
unit.010084,0.035879
unit.010085,0.036219
unit.010086,0.03701
unit.010087,0.111557
unit.010088,0.035208
unit.010089,0.034948
unit.010090,0.034937
unit.010091,0.035405
unit.010092,0.036045
unit.010093,0.035161
unit.010094,0.035817
unit.010095,0.034571
unit.010096,0.034265
unit.010097,0.033952
unit.010098,0.034571
unit.010099,0.126063
unit.010100,0.035107
unit.010101,0.034855
unit.010102,0.034277
unit.010103,0.034516
unit.010104,0.033863
unit.010105,0.033842
unit.010106,0.034577
unit.010107,0.034678
unit.010108,0.029408
unit.010109,0.02681
unit.010110,0.026357
unit.010111,0.026376
unit.010112,0.025345
unit.010113,0.025516
unit.010114,0.025338
unit.010115,0.02668
unit.010116,0.025535
unit.010117,0.026441
unit.010118,0.027012
unit.010119,0.026984
unit.010120,0.087115
unit.010121,0.036973
unit.010122,0.034525
unit.010123,0.03192
unit.010124,0.035025
unit.010125,0.034987
unit.010126,0.026488
unit.010127,0.027674
unit.010128,0.111773
unit.010129,0.034066
unit.010130,0.039985
unit.010131,0.04047
unit.010132,0.040438
unit.010133,0.037972
unit.010134,0.036602
unit.010135,0.036841
unit.010136,0.034355
unit.010137,0.034062
unit.010138,0.033938
unit.010139,0.034207
unit.010140,0.10647
unit.010141,0.033707
unit.010142,0.033962
unit.010143,0.034239
unit.010144,0.03421
unit.010145,0.03782
unit.010146,0.034566
unit.010147,0.03401
unit.010148,0.034671
unit.010149,0.029934
unit.010150,0.026191
unit.010151,0.026252
unit.010152,0.027458
unit.010153,0.025948
unit.010154,0.026119
unit.010155,0.026099
unit.010156,0.025734
unit.010157,0.024888
unit.010158,0.025311
unit.010159,0.026143
unit.010160,0.02532
unit.010161,0.082197
unit.010162,0.027065
unit.010163,0.026419
unit.010164,0.026782
unit.010165,0.02657
unit.010166,0.026431
unit.010167,0.029067
unit.010168,0.026938
unit.010169,0.121584
unit.010170,0.02585
unit.010171,0.027079
unit.010172,0.026005
unit.010173,0.026681
unit.010174,0.026402
unit.010175,0.026837
unit.010176,0.025608
unit.010177,0.02583
unit.010178,0.024621
unit.010179,0.025906
unit.010180,0.025492
unit.010181,0.090868
unit.010182,0.025353
unit.010183,0.027126
unit.010184,0.029272
unit.010185,0.034488
unit.010186,0.026952
unit.010187,0.026974
unit.010188,0.033082
unit.010189,0.026009
unit.010190,0.033853
unit.010191,0.036421
unit.010192,0.037154
unit.010193,0.037028
unit.010194,0.036043
unit.010195,0.036291
unit.010196,0.036187
unit.010197,0.042944
unit.010198,0.036141
unit.010199,0.037769
unit.010200,0.035782
unit.010201,0.037243
unit.010202,0.189155
unit.010203,0.052815
unit.010204,0.036636
unit.010205,0.036217
unit.010206,0.03572
unit.010207,0.036292
unit.010208,0.03676
unit.010209,0.044113
unit.010210,0.110731
unit.010211,0.025271
unit.010212,0.037033
unit.010213,0.02433
unit.010214,0.026324
unit.010215,0.034435
unit.010216,0.033871
unit.010217,0.033144
unit.010218,0.027067
unit.010219,0.026456
unit.010220,0.025167
unit.010221,0.025462
unit.010222,0.110452
unit.010223,0.025599
unit.010224,0.027023
unit.010225,0.027058
unit.010226,0.027733
unit.010227,0.027731
unit.010228,0.027313
unit.010229,0.027418
unit.010230,0.028381
unit.010231,0.032856
unit.010232,0.036708
unit.010233,0.037887
unit.010234,0.03621
unit.010235,0.036186
unit.010236,0.036393
unit.010237,0.036379
unit.010238,0.037516
unit.010239,0.038528
unit.010240,0.037109
unit.010241,0.036594
unit.010242,0.036106
unit.010243,0.179103
unit.010244,0.049234
unit.010245,0.036799
unit.010246,0.037485
unit.010247,0.036599
unit.010248,0.03739
unit.010249,0.03645
unit.010250,0.036206
unit.010251,0.147003
unit.010252,0.028188
unit.010253,0.029658
unit.010254,0.034919
unit.010255,0.02749
unit.010256,0.025773
unit.010257,0.028277
unit.010258,0.026597
unit.010259,0.030047
unit.010260,0.027906
unit.010261,0.025619
unit.010262,0.02548
unit.010263,0.090861
unit.010264,0.025294
unit.010265,0.027062
unit.010266,0.027135
unit.010267,0.026711
unit.010268,0.028068
unit.010269,0.027621
unit.010270,0.02783
unit.010271,0.02777
unit.010272,0.033545
unit.010273,0.049005
unit.010274,0.036548
unit.010275,0.037522
unit.010276,0.035947
unit.010277,0.035947
unit.010278,0.041615
unit.010279,0.045656
unit.010280,0.038577
unit.010281,0.040669
unit.010282,0.037695
unit.010283,0.038843
unit.010284,0.173174
unit.010285,0.037135
unit.010286,0.035716
unit.010287,0.035976
unit.010288,0.035843
unit.010289,0.041245
unit.010290,0.037119
unit.010291,0.036708
unit.010292,0.109258
unit.010293,0.036743
unit.010294,0.037028
unit.010295,0.037317
unit.010296,0.03519
unit.010297,0.046696
unit.010298,0.040186
unit.010299,0.035065
unit.010300,0.034073
unit.010301,0.03575
unit.010302,0.035182
unit.010303,0.034575
unit.010304,0.107183
unit.010305,0.035045
unit.010306,0.042008
unit.010307,0.034665
unit.010308,0.035372
unit.010309,0.035697
unit.010310,0.03396
unit.010311,0.036914
unit.010312,0.036626
unit.010313,0.031689
unit.010314,0.027556
unit.010315,0.025592
unit.010316,0.026751
unit.010317,0.026561
unit.010318,0.025618
unit.010319,0.026199
unit.010320,0.025773
unit.010321,0.026066
unit.010322,0.025969
unit.010323,0.02473
unit.010324,0.027485
unit.010325,0.085245
unit.010326,0.027333
unit.010327,0.028237
unit.010328,0.029123
unit.010329,0.026885
unit.010330,0.027067
unit.010331,0.027965
unit.010332,0.028264
unit.010333,1.585249
unit.010334,1.469987
unit.010335,1.330998
unit.010336,1.199071
unit.010337,1.062256
unit.010338,0.924729
unit.010339,0.787317
unit.010340,0.651621
unit.010341,0.514454
unit.010342,0.377099
unit.010343,0.240758
unit.010344,0.104199
unit.010345,0.111834
unit.010346,0.025833
